Country,City or Region (if applicable),Resolution,Year,Month (if applicable),Pollutant,Concentration,Unit,Method of Measurement,Data Source (Link),(Comments)
Sri Lanka,NA,Annual,2013,NA,Household AP,0.56,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Sri Lanka,NA,Annual,2014,NA,Household AP,0.54,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Sri Lanka,NA,Annual,2015,NA,Household AP,0.51,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Sri Lanka,NA,Annual,2016,NA,Household AP,0.48,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Sri Lanka,NA,Annual,2017,NA,Household AP,0.45,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Thailand,NA,Annual,1990,NA,Ambient PM2.5,31,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Thailand,NA,Annual,1995,NA,Ambient PM2.5,31,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Thailand,NA,Annual,2000,NA,Ambient PM2.5,31,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Thailand,NA,Annual,2005,NA,Ambient PM2.5,32,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Thailand,NA,Annual,2010,NA,Ambient PM2.5,32,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Thailand,NA,Annual,2011,NA,Ambient PM2.5,32,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Thailand,NA,Annual,2012,NA,Ambient PM2.5,32,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Thailand,NA,Annual,2013,NA,Ambient PM2.5,31,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Thailand,NA,Annual,2014,NA,Ambient PM2.5,29,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Thailand,NA,Annual,2015,NA,Ambient PM2.5,27,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Thailand,NA,Annual,2016,NA,Ambient PM2.5,26,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Thailand,NA,Annual,2017,NA,Ambient PM2.5,26,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Thailand,NA,8-hour max during warm season (6-month period),1990,NA,Ambient O3,40,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Thailand,NA,8-hour max during warm season (6-month period),1995,NA,Ambient O3,40,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Thailand,NA,8-hour max during warm season (6-month period),2000,NA,Ambient O3,40,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Thailand,NA,8-hour max during warm season (6-month period),2005,NA,Ambient O3,40,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Thailand,NA,8-hour max during warm season (6-month period),2010,NA,Ambient O3,40,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Thailand,NA,8-hour max during warm season (6-month period),2011,NA,Ambient O3,40,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Thailand,NA,8-hour max during warm season (6-month period),2012,NA,Ambient O3,40,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Thailand,NA,8-hour max during warm season (6-month period),2013,NA,Ambient O3,40,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Thailand,NA,8-hour max during warm season (6-month period),2014,NA,Ambient O3,40,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Thailand,NA,8-hour max during warm season (6-month period),2015,NA,Ambient O3,40,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Thailand,NA,8-hour max during warm season (6-month period),2016,NA,Ambient O3,40,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Thailand,NA,8-hour max during warm season (6-month period),2017,NA,Ambient O3,40,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Thailand,NA,Annual,1990,NA,Household AP,0.68,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Thailand,NA,Annual,1995,NA,Household AP,0.58,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Thailand,NA,Annual,2000,NA,Household AP,0.46,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Thailand,NA,Annual,2005,NA,Household AP,0.35,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Thailand,NA,Annual,2010,NA,Household AP,0.25,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Thailand,NA,Annual,2011,NA,Household AP,0.24,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Thailand,NA,Annual,2012,NA,Household AP,0.22,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Thailand,NA,Annual,2013,NA,Household AP,0.2,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Thailand,NA,Annual,2014,NA,Household AP,0.18,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Thailand,NA,Annual,2015,NA,Household AP,0.17,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Thailand,NA,Annual,2016,NA,Household AP,0.15,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Thailand,NA,Annual,2017,NA,Household AP,0.14,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Vietnam,NA,Annual,1990,NA,Ambient PM2.5,36,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Vietnam,NA,Annual,1995,NA,Ambient PM2.5,36,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Vietnam,NA,Annual,2000,NA,Ambient PM2.5,36,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Vietnam,NA,Annual,2005,NA,Ambient PM2.5,38,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Vietnam,NA,Annual,2010,NA,Ambient PM2.5,39,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Vietnam,NA,Annual,2011,NA,Ambient PM2.5,38,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Vietnam,NA,Annual,2012,NA,Ambient PM2.5,37,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Vietnam,NA,Annual,2013,NA,Ambient PM2.5,37,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Vietnam,NA,Annual,2014,NA,Ambient PM2.5,35,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Vietnam,NA,Annual,2015,NA,Ambient PM2.5,32,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Vietnam,NA,Annual,2016,NA,Ambient PM2.5,30,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Vietnam,NA,Annual,2017,NA,Ambient PM2.5,30,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Vietnam,NA,8-hour max during warm season (6-month period),1990,NA,Ambient O3,45,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Vietnam,NA,8-hour max during warm season (6-month period),1995,NA,Ambient O3,45,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Vietnam,NA,8-hour max during warm season (6-month period),2000,NA,Ambient O3,45,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Vietnam,NA,8-hour max during warm season (6-month period),2005,NA,Ambient O3,45,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Vietnam,NA,8-hour max during warm season (6-month period),2010,NA,Ambient O3,45,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Vietnam,NA,8-hour max during warm season (6-month period),2011,NA,Ambient O3,45,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Vietnam,NA,8-hour max during warm season (6-month period),2012,NA,Ambient O3,45,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Vietnam,NA,8-hour max during warm season (6-month period),2013,NA,Ambient O3,45,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Vietnam,NA,8-hour max during warm season (6-month period),2014,NA,Ambient O3,45,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Vietnam,NA,8-hour max during warm season (6-month period),2015,NA,Ambient O3,45,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Vietnam,NA,8-hour max during warm season (6-month period),2016,NA,Ambient O3,45,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Vietnam,NA,8-hour max during warm season (6-month period),2017,NA,Ambient O3,45,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Vietnam,NA,Annual,1990,NA,Household AP,0.87,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Vietnam,NA,Annual,1995,NA,Household AP,0.83,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Vietnam,NA,Annual,2000,NA,Household AP,0.76,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Vietnam,NA,Annual,2005,NA,Household AP,0.67,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Vietnam,NA,Annual,2010,NA,Household AP,0.52,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Vietnam,NA,Annual,2011,NA,Household AP,0.49,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Vietnam,NA,Annual,2012,NA,Household AP,0.46,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Vietnam,NA,Annual,2013,NA,Household AP,0.43,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Vietnam,NA,Annual,2014,NA,Household AP,0.41,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Vietnam,NA,Annual,2015,NA,Household AP,0.39,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Vietnam,NA,Annual,2016,NA,Household AP,0.37,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Vietnam,NA,Annual,2017,NA,Household AP,0.35,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Bangladesh,Dhaka,Monthly,2016,1,PM2.5,288.7,??g/m3,Measured,Processed hourly (NowCast) data from US consulate in Dhaka in R: https://www.airnow.gov/index.cfm?action=airnow.global_summary#Bangladesh$Dhaka,
Bangladesh,Dhaka,Monthly,2016,2,PM2.5,NA,??g/m3,Measured,Processed hourly (NowCast) data from US consulate in Dhaka in R: https://www.airnow.gov/index.cfm?action=airnow.global_summary#Bangladesh$Dhaka,
Bangladesh,Dhaka,Monthly,2016,3,PM2.5,108.9300945,??g/m3,Measured,Processed hourly (NowCast) data from US consulate in Dhaka in R: https://www.airnow.gov/index.cfm?action=airnow.global_summary#Bangladesh$Dhaka,
Bangladesh,Dhaka,Monthly,2016,4,PM2.5,49.90236111,??g/m3,Measured,Processed hourly (NowCast) data from US consulate in Dhaka in R: https://www.airnow.gov/index.cfm?action=airnow.global_summary#Bangladesh$Dhaka,
Bangladesh,Dhaka,Monthly,2016,5,PM2.5,51.26572581,??g/m3,Measured,Processed hourly (NowCast) data from US consulate in Dhaka in R: https://www.airnow.gov/index.cfm?action=airnow.global_summary#Bangladesh$Dhaka,
Bangladesh,Dhaka,Monthly,2016,6,PM2.5,38.9475,??g/m3,Measured,Processed hourly (NowCast) data from US consulate in Dhaka in R: https://www.airnow.gov/index.cfm?action=airnow.global_summary#Bangladesh$Dhaka,
Bangladesh,Dhaka,Monthly,2016,7,PM2.5,29.34932796,??g/m3,Measured,Processed hourly (NowCast) data from US consulate in Dhaka in R: https://www.airnow.gov/index.cfm?action=airnow.global_summary#Bangladesh$Dhaka,
Bangladesh,Dhaka,Monthly,2016,8,PM2.5,35.21048387,??g/m3,Measured,Processed hourly (NowCast) data from US consulate in Dhaka in R: https://www.airnow.gov/index.cfm?action=airnow.global_summary#Bangladesh$Dhaka,
Bangladesh,Dhaka,Monthly,2016,9,PM2.5,36.62951049,??g/m3,Measured,Processed hourly (NowCast) data from US consulate in Dhaka in R: https://www.airnow.gov/index.cfm?action=airnow.global_summary#Bangladesh$Dhaka,
Bangladesh,Dhaka,Monthly,2016,10,PM2.5,57.64247312,??g/m3,Measured,Processed hourly (NowCast) data from US consulate in Dhaka in R: https://www.airnow.gov/index.cfm?action=airnow.global_summary#Bangladesh$Dhaka,
Bangladesh,Dhaka,Monthly,2016,11,PM2.5,103.4220833,??g/m3,Measured,Processed hourly (NowCast) data from US consulate in Dhaka in R: https://www.airnow.gov/index.cfm?action=airnow.global_summary#Bangladesh$Dhaka,
Bangladesh,Dhaka,Monthly,2016,12,PM2.5,164.6760753,??g/m3,Measured,Processed hourly (NowCast) data from US consulate in Dhaka in R: https://www.airnow.gov/index.cfm?action=airnow.global_summary#Bangladesh$Dhaka,
Bangladesh,Dhaka,Monthly,2017,1,PM2.5,193.0049062,??g/m3,Measured,Processed hourly (NowCast) data from US consulate in Dhaka in R: https://www.airnow.gov/index.cfm?action=airnow.global_summary#Bangladesh$Dhaka,
Bangladesh,Dhaka,Monthly,2017,2,PM2.5,169.9554196,??g/m3,Measured,Processed hourly (NowCast) data from US consulate in Dhaka in R: https://www.airnow.gov/index.cfm?action=airnow.global_summary#Bangladesh$Dhaka,
Bangladesh,Dhaka,Monthly,2017,3,PM2.5,92.24637097,??g/m3,Measured,Processed hourly (NowCast) data from US consulate in Dhaka in R: https://www.airnow.gov/index.cfm?action=airnow.global_summary#Bangladesh$Dhaka,
Bangladesh,Dhaka,Monthly,2017,4,PM2.5,60.40375,??g/m3,Measured,Processed hourly (NowCast) data from US consulate in Dhaka in R: https://www.airnow.gov/index.cfm?action=airnow.global_summary#Bangladesh$Dhaka,
Bangladesh,Dhaka,Monthly,2017,5,PM2.5,50.29445946,??g/m3,Measured,Processed hourly (NowCast) data from US consulate in Dhaka in R: https://www.airnow.gov/index.cfm?action=airnow.global_summary#Bangladesh$Dhaka,
Bangladesh,Dhaka,Monthly,2017,6,PM2.5,32.47,??g/m3,Measured,Processed hourly (NowCast) data from US consulate in Dhaka in R: https://www.airnow.gov/index.cfm?action=airnow.global_summary#Bangladesh$Dhaka,
Bangladesh,Dhaka,Monthly,2017,7,PM2.5,29.94441379,??g/m3,Measured,Processed hourly (NowCast) data from US consulate in Dhaka in R: https://www.airnow.gov/index.cfm?action=airnow.global_summary#Bangladesh$Dhaka,
Bangladesh,Dhaka,Monthly,2017,8,PM2.5,33.16572581,??g/m3,Measured,Processed hourly (NowCast) data from US consulate in Dhaka in R: https://www.airnow.gov/index.cfm?action=airnow.global_summary#Bangladesh$Dhaka,
Bangladesh,Dhaka,Monthly,2017,9,PM2.5,37.0579646,??g/m3,Measured,Processed hourly (NowCast) data from US consulate in Dhaka in R: https://www.airnow.gov/index.cfm?action=airnow.global_summary#Bangladesh$Dhaka,
Bangladesh,Dhaka,Monthly,2017,10,PM2.5,50.43054393,??g/m3,Measured,Processed hourly (NowCast) data from US consulate in Dhaka in R: https://www.airnow.gov/index.cfm?action=airnow.global_summary#Bangladesh$Dhaka,
Bangladesh,Dhaka,Monthly,2017,11,PM2.5,94.96069444,??g/m3,Measured,Processed hourly (NowCast) data from US consulate in Dhaka in R: https://www.airnow.gov/index.cfm?action=airnow.global_summary#Bangladesh$Dhaka,
Bangladesh,Dhaka,Monthly,2017,12,PM2.5,135.1158602,??g/m3,Measured,Processed hourly (NowCast) data from US consulate in Dhaka in R: https://www.airnow.gov/index.cfm?action=airnow.global_summary#Bangladesh$Dhaka,
Bangladesh,Dhaka,Monthly,2018,1,PM2.5,202.5882353,??g/m3,Measured,Processed hourly (NowCast) data from US consulate in Dhaka in R: https://www.airnow.gov/index.cfm?action=airnow.global_summary#Bangladesh$Dhaka,
Bangladesh,Dhaka,Monthly,2018,2,PM2.5,161.0300595,??g/m3,Measured,Processed hourly (NowCast) data from US consulate in Dhaka in R: https://www.airnow.gov/index.cfm?action=airnow.global_summary#Bangladesh$Dhaka,
Bangladesh,Dhaka,Monthly,2018,3,PM2.5,109.237741,??g/m3,Measured,Processed hourly (NowCast) data from US consulate in Dhaka in R: https://www.airnow.gov/index.cfm?action=airnow.global_summary#Bangladesh$Dhaka,
Bangladesh,Dhaka,Monthly,2018,4,PM2.5,70.4507365,??g/m3,Measured,Processed hourly (NowCast) data from US consulate in Dhaka in R: https://www.airnow.gov/index.cfm?action=airnow.global_summary#Bangladesh$Dhaka,
Bangladesh,Dhaka,Monthly,2018,5,PM2.5,43.38450899,??g/m3,Measured,Processed hourly (NowCast) data from US consulate in Dhaka in R: https://www.airnow.gov/index.cfm?action=airnow.global_summary#Bangladesh$Dhaka,
Bangladesh,Dhaka,Monthly,2018,6,PM2.5,35.42634561,??g/m3,Measured,Processed hourly (NowCast) data from US consulate in Dhaka in R: https://www.airnow.gov/index.cfm?action=airnow.global_summary#Bangladesh$Dhaka,
Bangladesh,Dhaka,Monthly,2018,7,PM2.5,30.19356643,??g/m3,Measured,Processed hourly (NowCast) data from US consulate in Dhaka in R: https://www.airnow.gov/index.cfm?action=airnow.global_summary#Bangladesh$Dhaka,
Bangladesh,Dhaka,Monthly,2018,8,PM2.5,36.21852792,??g/m3,Measured,Processed hourly (NowCast) data from US consulate in Dhaka in R: https://www.airnow.gov/index.cfm?action=airnow.global_summary#Bangladesh$Dhaka,
Bangladesh,Dhaka,Monthly,2018,9,PM2.5,NA,??g/m3,Measured,Processed hourly (NowCast) data from US consulate in Dhaka in R: https://www.airnow.gov/index.cfm?action=airnow.global_summary#Bangladesh$Dhaka,
Bangladesh,Dhaka,Monthly,2018,10,PM2.5,NA,??g/m3,Measured,Processed hourly (NowCast) data from US consulate in Dhaka in R: https://www.airnow.gov/index.cfm?action=airnow.global_summary#Bangladesh$Dhaka,
Bangladesh,Dhaka,Monthly,2018,11,PM2.5,130.820904,??g/m3,Measured,Processed hourly (NowCast) data from US consulate in Dhaka in R: https://www.airnow.gov/index.cfm?action=airnow.global_summary#Bangladesh$Dhaka,
Bangladesh,Dhaka,Monthly,2018,12,PM2.5,152.7986072,??g/m3,Measured,Processed hourly (NowCast) data from US consulate in Dhaka in R: https://www.airnow.gov/index.cfm?action=airnow.global_summary#Bangladesh$Dhaka,
Sri Lanka,Colombo,Monthly,2017,1,PM2.5,51.1,??g/m3,Measured,Processed hourly (as above): https://www.airnow.gov/index.cfm?action=airnow.global_summary#Sri_Lanka$Colombo,
Sri Lanka,Colombo,Monthly,2017,2,PM2.5,NA,??g/m3,Measured,Processed hourly (as above): https://www.airnow.gov/index.cfm?action=airnow.global_summary#Sri_Lanka$Colombo,
Sri Lanka,Colombo,Monthly,2017,3,PM2.5,NA,??g/m3,Measured,Processed hourly (as above): https://www.airnow.gov/index.cfm?action=airnow.global_summary#Sri_Lanka$Colombo,
Sri Lanka,Colombo,Monthly,2017,4,PM2.5,NA,??g/m3,Measured,Processed hourly (as above): https://www.airnow.gov/index.cfm?action=airnow.global_summary#Sri_Lanka$Colombo,
Sri Lanka,Colombo,Monthly,2017,5,PM2.5,NA,??g/m3,Measured,Processed hourly (as above): https://www.airnow.gov/index.cfm?action=airnow.global_summary#Sri_Lanka$Colombo,
Sri Lanka,Colombo,Monthly,2017,6,PM2.5,NA,??g/m3,Measured,Processed hourly (as above): https://www.airnow.gov/index.cfm?action=airnow.global_summary#Sri_Lanka$Colombo,
Sri Lanka,Colombo,Monthly,2017,7,PM2.5,NA,??g/m3,Measured,Processed hourly (as above): https://www.airnow.gov/index.cfm?action=airnow.global_summary#Sri_Lanka$Colombo,
Sri Lanka,Colombo,Monthly,2017,8,PM2.5,NA,??g/m3,Measured,Processed hourly (as above): https://www.airnow.gov/index.cfm?action=airnow.global_summary#Sri_Lanka$Colombo,
Sri Lanka,Colombo,Monthly,2017,9,PM2.5,19.71832061,??g/m3,Measured,Processed hourly (as above): https://www.airnow.gov/index.cfm?action=airnow.global_summary#Sri_Lanka$Colombo,
Sri Lanka,Colombo,Monthly,2017,10,PM2.5,26.91500682,??g/m3,Measured,Processed hourly (as above): https://www.airnow.gov/index.cfm?action=airnow.global_summary#Sri_Lanka$Colombo,
Sri Lanka,Colombo,Monthly,2017,11,PM2.5,36.48652778,??g/m3,Measured,Processed hourly (as above): https://www.airnow.gov/index.cfm?action=airnow.global_summary#Sri_Lanka$Colombo,
Sri Lanka,Colombo,Monthly,2017,12,PM2.5,37.9902965,??g/m3,Measured,Processed hourly (as above): https://www.airnow.gov/index.cfm?action=airnow.global_summary#Sri_Lanka$Colombo,
Sri Lanka,Colombo,Monthly,2018,1,PM2.5,51.19782313,??g/m3,Measured,Processed hourly (as above): https://www.airnow.gov/index.cfm?action=airnow.global_summary#Sri_Lanka$Colombo,
