Country,Year,Age,Cause,Pollutant,Measure,Value,Lower Bound,Upper Bound,Units,Life Expectancy (State of global air?),
Indonesia,2010,All ages,Ischemic stroke,Household air pollution from solid fuels,DALYs,58.1440709,43.99996866,74.63284954,"per 100,000",68.150002,
Indonesia,2011,All ages,Ischemic stroke,Household air pollution from solid fuels,DALYs,57.08347659,42.87505055,73.45211729,"per 100,000",68.331001,
Indonesia,2012,All ages,Ischemic stroke,Household air pollution from solid fuels,DALYs,56.18897744,41.83294804,72.10634199,"per 100,000",68.509003,
Indonesia,2013,All ages,Ischemic stroke,Household air pollution from solid fuels,DALYs,55.64537726,41.1635442,72.11782094,"per 100,000",68.683998,
Indonesia,2014,All ages,Ischemic stroke,Household air pollution from solid fuels,DALYs,54.96069468,40.12202286,71.51654973,"per 100,000",68.856003,
Indonesia,2015,All ages,Ischemic stroke,Household air pollution from solid fuels,DALYs,53.53217213,39.0276537,70.4957994,"per 100,000",69.025002,
Indonesia,2016,All ages,Ischemic stroke,Household air pollution from solid fuels,DALYs,51.75908653,37.20134245,66.79519375,"per 100,000",69.3,
Indonesia,2017,All ages,Ischemic stroke,Household air pollution from solid fuels,DALYs,50.10716622,35.99966818,65.95354911,"per 100,000",,
Indonesia,1990,All ages,Ischemic stroke,Household air pollution from solid fuels,Deaths,2.591391515,2.023852885,3.230919657,"per 100,000",63.280998,
Indonesia,1991,All ages,Ischemic stroke,Household air pollution from solid fuels,Deaths,2.529674496,1.985432219,3.151480792,"per 100,000",63.638,
Indonesia,1992,All ages,Ischemic stroke,Household air pollution from solid fuels,Deaths,2.479933816,1.950389702,3.084125584,"per 100,000",63.998001,
Indonesia,1993,All ages,Ischemic stroke,Household air pollution from solid fuels,Deaths,2.438636342,1.899118241,3.046565835,"per 100,000",64.352997,
Indonesia,1994,All ages,Ischemic stroke,Household air pollution from solid fuels,Deaths,2.384502803,1.850742286,2.966737724,"per 100,000",64.700996,
Indonesia,1995,All ages,Ischemic stroke,Household air pollution from solid fuels,Deaths,2.339605344,1.812608115,2.920025158,"per 100,000",65.031998,
Indonesia,1996,All ages,Ischemic stroke,Household air pollution from solid fuels,Deaths,2.306447119,1.783164988,2.920951109,"per 100,000",65.338997,
Indonesia,1997,All ages,Ischemic stroke,Household air pollution from solid fuels,Deaths,2.289651642,1.761220054,2.888288279,"per 100,000",65.616997,
Indonesia,1998,All ages,Ischemic stroke,Household air pollution from solid fuels,Deaths,2.299607513,1.754300968,2.92247067,"per 100,000",65.865997,
Indonesia,1999,All ages,Ischemic stroke,Household air pollution from solid fuels,Deaths,2.346555483,1.791496988,2.962086144,"per 100,000",66.086998,
Indonesia,2000,All ages,Ischemic stroke,Household air pollution from solid fuels,Deaths,2.413286935,1.838139514,3.069634432,"per 100,000",66.285004,
Indonesia,2001,All ages,Ischemic stroke,Household air pollution from solid fuels,Deaths,2.468564716,1.882771089,3.147053402,"per 100,000",66.467003,
Indonesia,2002,All ages,Ischemic stroke,Household air pollution from solid fuels,Deaths,2.511058229,1.926739303,3.195469822,"per 100,000",66.642998,
Indonesia,2003,All ages,Ischemic stroke,Household air pollution from solid fuels,Deaths,2.543031208,1.956240616,3.23975463,"per 100,000",66.82,
Indonesia,2004,All ages,Ischemic stroke,Household air pollution from solid fuels,Deaths,2.556735111,1.967202163,3.244450965,"per 100,000",67.001999,
Indonesia,2005,All ages,Ischemic stroke,Household air pollution from solid fuels,Deaths,2.562064156,1.938580091,3.269443465,"per 100,000",67.191002,
Indonesia,2006,All ages,Ischemic stroke,Household air pollution from solid fuels,Deaths,2.563447225,1.954555666,3.277835106,"per 100,000",67.386002,
Indonesia,2007,All ages,Ischemic stroke,Household air pollution from solid fuels,Deaths,2.571904914,1.959276533,3.284150673,"per 100,000",67.581001,
Indonesia,2008,All ages,Ischemic stroke,Household air pollution from solid fuels,Deaths,2.589626269,1.964929813,3.314979217,"per 100,000",67.775002,
Indonesia,2009,All ages,Ischemic stroke,Household air pollution from solid fuels,Deaths,2.586724319,1.954554989,3.310089843,"per 100,000",67.963997,
Indonesia,2010,All ages,Ischemic stroke,Household air pollution from solid fuels,Deaths,2.563261032,1.943342736,3.283954301,"per 100,000",68.150002,
Indonesia,2011,All ages,Ischemic stroke,Household air pollution from solid fuels,Deaths,2.523036586,1.901369364,3.213379218,"per 100,000",68.331001,
Indonesia,2012,All ages,Ischemic stroke,Household air pollution from solid fuels,Deaths,2.494151949,1.86541561,3.195697253,"per 100,000",68.509003,
Indonesia,2013,All ages,Ischemic stroke,Household air pollution from solid fuels,Deaths,2.476318666,1.855084359,3.177348773,"per 100,000",68.683998,
Indonesia,2014,All ages,Ischemic stroke,Household air pollution from solid fuels,Deaths,2.455214383,1.812664818,3.174202991,"per 100,000",68.856003,
Indonesia,2015,All ages,Ischemic stroke,Household air pollution from solid fuels,Deaths,2.398198648,1.748962365,3.139914196,"per 100,000",69.025002,
Indonesia,2016,All ages,Ischemic stroke,Household air pollution from solid fuels,Deaths,2.32411428,1.685086293,2.999822384,"per 100,000",69.3,
Indonesia,2017,All ages,Ischemic stroke,Household air pollution from solid fuels,Deaths,2.252050014,1.607984525,2.954128407,"per 100,000",,
Indonesia,1990,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,DALYs,57.8974853,40.76204369,77.74291409,"per 100,000",63.280998,
Indonesia,1991,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,DALYs,56.91036858,40.1495588,78.03335912,"per 100,000",63.638,
Indonesia,1992,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,DALYs,55.87870407,39.24648887,76.32391262,"per 100,000",63.998001,
Indonesia,1993,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,DALYs,54.73862942,37.38541781,75.03510558,"per 100,000",64.352997,
Indonesia,1994,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,DALYs,53.26656564,35.97185759,74.69504809,"per 100,000",64.700996,
Indonesia,1995,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,DALYs,51.98313438,35.46590153,72.57698479,"per 100,000",65.031998,
Indonesia,1996,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,DALYs,50.85930311,34.15044706,71.81536335,"per 100,000",65.338997,
Indonesia,1997,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,DALYs,49.72914154,33.16145997,71.13108291,"per 100,000",65.616997,
Indonesia,1998,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,DALYs,48.72761514,32.7357368,69.78822692,"per 100,000",65.865997,
Indonesia,1999,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,DALYs,48.00321526,32.26481297,67.7450067,"per 100,000",66.086998,
Indonesia,2000,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,DALYs,47.35659508,31.95579948,67.22471237,"per 100,000",66.285004,
Indonesia,2001,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,DALYs,46.7959986,31.22459837,66.23496552,"per 100,000",66.467003,
Indonesia,2002,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,DALYs,46.23842163,31.53671388,64.96057427,"per 100,000",66.642998,
Indonesia,2003,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,DALYs,45.86754224,30.82842766,65.0004656,"per 100,000",66.82,
Indonesia,2004,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,DALYs,45.40574901,30.75186802,64.28244857,"per 100,000",67.001999,
Indonesia,2005,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,DALYs,44.80278072,30.18147881,62.88031281,"per 100,000",67.191002,
Indonesia,2006,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,DALYs,44.28137942,29.68469327,62.69942113,"per 100,000",67.386002,
Indonesia,2007,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,DALYs,44.03383647,29.46250574,61.71201909,"per 100,000",67.581001,
Indonesia,2008,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,DALYs,43.48147047,29.23447262,62.33051552,"per 100,000",67.775002,
Indonesia,2009,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,DALYs,42.83465906,28.96850417,60.88294998,"per 100,000",67.963997,
Indonesia,2010,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,DALYs,41.89327617,27.92666892,59.02805926,"per 100,000",68.150002,
Indonesia,2011,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,DALYs,40.98851839,27.42118411,59.06540044,"per 100,000",68.331001,
Indonesia,2012,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,DALYs,39.53693564,26.00345028,55.91960965,"per 100,000",68.509003,
Indonesia,2013,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,DALYs,38.31007046,25.06355157,55.56570856,"per 100,000",68.683998,
Indonesia,2014,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,DALYs,37.20081025,23.51729774,53.68425253,"per 100,000",68.856003,
Indonesia,2015,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,DALYs,35.85129254,22.77361396,52.55362813,"per 100,000",69.025002,
Indonesia,2016,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,DALYs,34.74033648,22.00330328,51.30913256,"per 100,000",69.3,
Indonesia,2017,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,DALYs,33.66521558,20.68168145,49.77259674,"per 100,000",,
Indonesia,1990,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Deaths,2.119150856,1.500290188,2.83124641,"per 100,000",63.280998,
Indonesia,1991,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Deaths,2.087862046,1.473082036,2.846442206,"per 100,000",63.638,
Indonesia,1992,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Deaths,2.058526007,1.443002011,2.812659444,"per 100,000",63.998001,
Indonesia,1993,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Deaths,2.024838526,1.382024829,2.75416155,"per 100,000",64.352997,
Indonesia,1994,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Deaths,1.979357549,1.337619825,2.757684541,"per 100,000",64.700996,
Indonesia,1995,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Deaths,1.941187676,1.326580406,2.704438177,"per 100,000",65.031998,
Indonesia,1996,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Deaths,1.909002249,1.281472126,2.68257559,"per 100,000",65.338997,
Indonesia,1997,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Deaths,1.877822472,1.267573766,2.677337019,"per 100,000",65.616997,
Indonesia,1998,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Deaths,1.849550102,1.243565771,2.635636259,"per 100,000",65.865997,
Indonesia,1999,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Deaths,1.832790303,1.234778101,2.599436318,"per 100,000",66.086998,
Indonesia,2000,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Deaths,1.819636728,1.229311371,2.58474412,"per 100,000",66.285004,
Indonesia,2001,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Deaths,1.80733381,1.209212284,2.554319597,"per 100,000",66.467003,
Indonesia,2002,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Deaths,1.792901594,1.225796034,2.509267183,"per 100,000",66.642998,
Indonesia,2003,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Deaths,1.784094856,1.203302475,2.519549752,"per 100,000",66.82,
Indonesia,2004,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Deaths,1.770527766,1.206123192,2.492519349,"per 100,000",67.001999,
Indonesia,2005,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Deaths,1.752164292,1.192079144,2.453185314,"per 100,000",67.191002,
Indonesia,2006,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Deaths,1.737504548,1.174021425,2.452396724,"per 100,000",67.386002,
Indonesia,2007,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Deaths,1.731405111,1.165243687,2.421431008,"per 100,000",67.581001,
Indonesia,2008,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Deaths,1.713609964,1.148971793,2.425386219,"per 100,000",67.775002,
Indonesia,2009,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Deaths,1.691739148,1.129780317,2.401545894,"per 100,000",67.963997,
Indonesia,2010,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Deaths,1.658603189,1.110202558,2.321527164,"per 100,000",68.150002,
Indonesia,2011,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Deaths,1.629426981,1.088006434,2.338727165,"per 100,000",68.331001,
Indonesia,2012,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Deaths,1.577236984,1.040949054,2.220817685,"per 100,000",68.509003,
Indonesia,2013,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Deaths,1.532291339,1.006585978,2.209295374,"per 100,000",68.683998,
Indonesia,2014,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Deaths,1.493423654,0.953998,2.148285441,"per 100,000",68.856003,
Indonesia,2015,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Deaths,1.443889228,0.927239819,2.096848737,"per 100,000",69.025002,
Indonesia,2016,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Deaths,1.404712472,0.890591686,2.065677736,"per 100,000",69.3,
Indonesia,2017,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Deaths,1.364324385,0.84310384,2.017205686,"per 100,000",,
Indonesia,1990,All ages,Lower respiratory infections,Household air pollution from solid fuels,DALYs,1592.239585,1212.369137,2016.151807,"per 100,000",63.280998,
Indonesia,1991,All ages,Lower respiratory infections,Household air pollution from solid fuels,DALYs,1424.536993,1092.051641,1791.070354,"per 100,000",63.638,
Indonesia,1992,All ages,Lower respiratory infections,Household air pollution from solid fuels,DALYs,1262.459414,963.5400749,1594.664866,"per 100,000",63.998001,
Indonesia,1993,All ages,Lower respiratory infections,Household air pollution from solid fuels,DALYs,1132.686126,867.5074978,1429.722278,"per 100,000",64.352997,
Indonesia,1994,All ages,Lower respiratory infections,Household air pollution from solid fuels,DALYs,1013.625058,779.5555785,1279.262144,"per 100,000",64.700996,
Indonesia,1995,All ages,Lower respiratory infections,Household air pollution from solid fuels,DALYs,901.9302148,682.3245956,1142.613774,"per 100,000",65.031998,
Indonesia,1996,All ages,Lower respiratory infections,Household air pollution from solid fuels,DALYs,804.6954355,620.4693303,1011.386599,"per 100,000",65.338997,
Indonesia,1997,All ages,Lower respiratory infections,Household air pollution from solid fuels,DALYs,735.1036895,561.9006122,926.0371236,"per 100,000",65.616997,
Indonesia,1998,All ages,Lower respiratory infections,Household air pollution from solid fuels,DALYs,695.6756947,531.7191979,879.647481,"per 100,000",65.865997,
Indonesia,1999,All ages,Lower respiratory infections,Household air pollution from solid fuels,DALYs,630.6686593,484.1554032,800.4325408,"per 100,000",66.086998,
Indonesia,2000,All ages,Lower respiratory infections,Household air pollution from solid fuels,DALYs,555.8701779,422.9687951,708.2236026,"per 100,000",66.285004,
Indonesia,2001,All ages,Lower respiratory infections,Household air pollution from solid fuels,DALYs,507.3095013,386.8780261,640.2580272,"per 100,000",66.467003,
Indonesia,2002,All ages,Lower respiratory infections,Household air pollution from solid fuels,DALYs,469.5411795,358.0871949,592.2325894,"per 100,000",66.642998,
Indonesia,2003,All ages,Lower respiratory infections,Household air pollution from solid fuels,DALYs,438.262591,337.0069066,550.100292,"per 100,000",66.82,
Indonesia,2004,All ages,Lower respiratory infections,Household air pollution from solid fuels,DALYs,411.3503527,318.0798474,514.6246675,"per 100,000",67.001999,
Indonesia,2005,All ages,Lower respiratory infections,Household air pollution from solid fuels,DALYs,380.9810295,293.9421848,471.9178335,"per 100,000",67.191002,
Indonesia,2006,All ages,Lower respiratory infections,Household air pollution from solid fuels,DALYs,353.8877182,274.2413904,438.949577,"per 100,000",67.386002,
Indonesia,2007,All ages,Lower respiratory infections,Household air pollution from solid fuels,DALYs,328.4794911,254.734527,409.5901328,"per 100,000",67.581001,
Indonesia,2008,All ages,Lower respiratory infections,Household air pollution from solid fuels,DALYs,305.5422517,236.9854175,381.4209444,"per 100,000",67.775002,
Indonesia,2009,All ages,Lower respiratory infections,Household air pollution from solid fuels,DALYs,277.1514994,212.9778881,348.3337273,"per 100,000",67.963997,
Indonesia,2010,All ages,Lower respiratory infections,Household air pollution from solid fuels,DALYs,245.9075473,190.5579288,309.7438186,"per 100,000",68.150002,
Indonesia,2011,All ages,Lower respiratory infections,Household air pollution from solid fuels,DALYs,217.3830639,167.877081,276.6923138,"per 100,000",68.331001,
Indonesia,2012,All ages,Lower respiratory infections,Household air pollution from solid fuels,DALYs,191.0239551,146.7491515,242.8304963,"per 100,000",68.509003,
Indonesia,2013,All ages,Lower respiratory infections,Household air pollution from solid fuels,DALYs,170.2119658,129.6541136,217.1854227,"per 100,000",68.683998,
Indonesia,2014,All ages,Lower respiratory infections,Household air pollution from solid fuels,DALYs,149.3106525,112.8475771,190.6626894,"per 100,000",68.856003,
Indonesia,2015,All ages,Lower respiratory infections,Household air pollution from solid fuels,DALYs,131.5220555,99.34886408,168.7210822,"per 100,000",69.025002,
Indonesia,2016,All ages,Lower respiratory infections,Household air pollution from solid fuels,DALYs,117.6591655,87.28160566,152.6839464,"per 100,000",69.3,
Indonesia,2017,All ages,Lower respiratory infections,Household air pollution from solid fuels,DALYs,106.1334373,78.40815295,136.7377045,"per 100,000",,
Indonesia,1990,All ages,Lower respiratory infections,Household air pollution from solid fuels,Deaths,21.36062533,16.54993858,26.78481781,"per 100,000",63.280998,
Indonesia,1991,All ages,Lower respiratory infections,Household air pollution from solid fuels,Deaths,19.36403448,14.95258805,24.32496869,"per 100,000",63.638,
Indonesia,1992,All ages,Lower respiratory infections,Household air pollution from solid fuels,Deaths,17.44565019,13.4052034,21.93918994,"per 100,000",63.998001,
Indonesia,1993,All ages,Lower respiratory infections,Household air pollution from solid fuels,Deaths,15.89822081,12.21403452,19.95721334,"per 100,000",64.352997,
Indonesia,1994,All ages,Lower respiratory infections,Household air pollution from solid fuels,Deaths,14.45435219,11.17757098,18.16491984,"per 100,000",64.700996,
Indonesia,1995,All ages,Lower respiratory infections,Household air pollution from solid fuels,Deaths,13.11082917,9.97346232,16.58552137,"per 100,000",65.031998,
Indonesia,1996,All ages,Lower respiratory infections,Household air pollution from solid fuels,Deaths,11.93134897,9.179664204,14.99027344,"per 100,000",65.338997,
Indonesia,1997,All ages,Lower respiratory infections,Household air pollution from solid fuels,Deaths,11.09360275,8.471868171,13.98267179,"per 100,000",65.616997,
Indonesia,1998,All ages,Lower respiratory infections,Household air pollution from solid fuels,Deaths,10.62727327,8.102154442,13.43016357,"per 100,000",65.865997,
Indonesia,1999,All ages,Lower respiratory infections,Household air pollution from solid fuels,Deaths,9.82165285,7.566859907,12.35736339,"per 100,000",66.086998,
Indonesia,2000,All ages,Lower respiratory infections,Household air pollution from solid fuels,Deaths,8.873258956,6.78368747,11.19497548,"per 100,000",66.285004,
Indonesia,2001,All ages,Lower respiratory infections,Household air pollution from solid fuels,Deaths,8.237353271,6.338306166,10.32424651,"per 100,000",66.467003,
Indonesia,2002,All ages,Lower respiratory infections,Household air pollution from solid fuels,Deaths,7.75362757,5.945906507,9.699774078,"per 100,000",66.642998,
Indonesia,2003,All ages,Lower respiratory infections,Household air pollution from solid fuels,Deaths,7.356990301,5.703054908,9.213445148,"per 100,000",66.82,
Indonesia,2004,All ages,Lower respiratory infections,Household air pollution from solid fuels,Deaths,7.007202526,5.41899055,8.727372205,"per 100,000",67.001999,
Indonesia,2005,All ages,Lower respiratory infections,Household air pollution from solid fuels,Deaths,6.620768472,5.199217093,8.263632083,"per 100,000",67.191002,
Indonesia,2006,All ages,Lower respiratory infections,Household air pollution from solid fuels,Deaths,6.267957449,4.865932361,7.776439809,"per 100,000",67.386002,
Indonesia,2007,All ages,Lower respiratory infections,Household air pollution from solid fuels,Deaths,5.936172175,4.638412431,7.43670787,"per 100,000",67.581001,
Indonesia,2008,All ages,Lower respiratory infections,Household air pollution from solid fuels,Deaths,5.593685373,4.356291613,6.962320682,"per 100,000",67.775002,
Indonesia,2009,All ages,Lower respiratory infections,Household air pollution from solid fuels,Deaths,5.18453911,4.024500603,6.459820382,"per 100,000",67.963997,
Indonesia,2010,All ages,Lower respiratory infections,Household air pollution from solid fuels,Deaths,4.738957433,3.729204151,5.905474604,"per 100,000",68.150002,
Indonesia,2011,All ages,Lower respiratory infections,Household air pollution from solid fuels,Deaths,4.33263566,3.394187921,5.432845162,"per 100,000",68.331001,
Indonesia,2012,All ages,Lower respiratory infections,Household air pollution from solid fuels,Deaths,3.95020244,3.062167352,4.96621106,"per 100,000",68.509003,
Indonesia,2013,All ages,Lower respiratory infections,Household air pollution from solid fuels,Deaths,3.642390816,2.792019792,4.614089804,"per 100,000",68.683998,
Indonesia,2014,All ages,Lower respiratory infections,Household air pollution from solid fuels,Deaths,3.338874091,2.506672079,4.245520335,"per 100,000",68.856003,
Indonesia,2015,All ages,Lower respiratory infections,Household air pollution from solid fuels,Deaths,3.075268424,2.287936459,3.929438913,"per 100,000",69.025002,
Indonesia,2016,All ages,Lower respiratory infections,Household air pollution from solid fuels,Deaths,2.863805617,2.123660689,3.700810537,"per 100,000",69.3,
Indonesia,2017,All ages,Lower respiratory infections,Household air pollution from solid fuels,Deaths,2.681299433,1.962243295,3.482215539,"per 100,000",,
Malaysia,1990,<5 years,Lower respiratory infections,Household air pollution from solid fuels,DALYs,315.3667671,165.134934,531.9949537,"per 100,000",70.727,
Malaysia,1991,<5 years,Lower respiratory infections,Household air pollution from solid fuels,DALYs,257.4835786,129.4674872,445.2191273,"per 100,000",70.955,
Malaysia,1992,<5 years,Lower respiratory infections,Household air pollution from solid fuels,DALYs,221.8983134,110.5732515,384.2249898,"per 100,000",71.177,
Malaysia,1993,<5 years,Lower respiratory infections,Household air pollution from solid fuels,DALYs,185.0353059,95.78117261,319.7332384,"per 100,000",71.394,
Malaysia,1994,<5 years,Lower respiratory infections,Household air pollution from solid fuels,DALYs,148.8830388,73.25915273,257.8023623,"per 100,000",71.605,
Malaysia,1995,<5 years,Lower respiratory infections,Household air pollution from solid fuels,DALYs,118.1176215,57.98903424,212.8406483,"per 100,000",,
Malaysia,1996,<5 years,Lower respiratory infections,Household air pollution from solid fuels,DALYs,85.12390221,40.24564571,151.6907802,"per 100,000",,
Malaysia,1997,<5 years,Lower respiratory infections,Household air pollution from solid fuels,DALYs,74.95556919,35.32165413,131.8736665,"per 100,000",,
Malaysia,1998,<5 years,Lower respiratory infections,Household air pollution from solid fuels,DALYs,56.97431067,26.82171164,102.401942,"per 100,000",,
Malaysia,1999,<5 years,Lower respiratory infections,Household air pollution from solid fuels,DALYs,47.3377304,21.88642868,88.26554258,"per 100,000",,
Malaysia,2000,<5 years,Lower respiratory infections,Household air pollution from solid fuels,DALYs,31.30114987,14.08155379,58.22988481,"per 100,000",,
Malaysia,2001,<5 years,Lower respiratory infections,Household air pollution from solid fuels,DALYs,24.8399254,11.22062684,46.25428219,"per 100,000",,
Malaysia,2002,<5 years,Lower respiratory infections,Household air pollution from solid fuels,DALYs,20.63035576,9.682519454,37.60563128,"per 100,000",,
Malaysia,2003,<5 years,Lower respiratory infections,Household air pollution from solid fuels,DALYs,17.85380038,7.862817541,33.20852064,"per 100,000",,
Malaysia,2004,<5 years,Lower respiratory infections,Household air pollution from solid fuels,DALYs,17.74110736,8.21978693,34.45812699,"per 100,000",,
Malaysia,2005,<5 years,Lower respiratory infections,Household air pollution from solid fuels,DALYs,17.68780259,8.365657894,33.68651468,"per 100,000",,
Malaysia,2006,<5 years,Lower respiratory infections,Household air pollution from solid fuels,DALYs,15.22225884,6.893829995,27.92678014,"per 100,000",,
Malaysia,2007,<5 years,Lower respiratory infections,Household air pollution from solid fuels,DALYs,15.74124504,7.280038552,30.18612952,"per 100,000",,
Malaysia,2008,<5 years,Lower respiratory infections,Household air pollution from solid fuels,DALYs,16.48897675,7.466149333,30.11251151,"per 100,000",,
Malaysia,2009,<5 years,Lower respiratory infections,Household air pollution from solid fuels,DALYs,16.6094932,7.38016692,32.10733848,"per 100,000",,
Malaysia,2010,<5 years,Lower respiratory infections,Household air pollution from solid fuels,DALYs,12.57214377,5.26208257,24.05624723,"per 100,000",,
Malaysia,2011,<5 years,Lower respiratory infections,Household air pollution from solid fuels,DALYs,11.54509541,4.81142213,22.75870547,"per 100,000",,
Malaysia,2012,<5 years,Lower respiratory infections,Household air pollution from solid fuels,DALYs,11.01879693,4.839488619,21.29182445,"per 100,000",,
Malaysia,2013,<5 years,Lower respiratory infections,Household air pollution from solid fuels,DALYs,8.894276106,3.637878659,18.13166962,"per 100,000",,
Malaysia,2014,<5 years,Lower respiratory infections,Household air pollution from solid fuels,DALYs,9.38131677,3.794055569,19.01305949,"per 100,000",,
Malaysia,2015,<5 years,Lower respiratory infections,Household air pollution from solid fuels,DALYs,9.445308048,3.886751211,19.07679856,"per 100,000",,
Malaysia,2016,<5 years,Lower respiratory infections,Household air pollution from solid fuels,DALYs,7.255927057,2.76564903,14.90819713,"per 100,000",,
Malaysia,2017,<5 years,Lower respiratory infections,Household air pollution from solid fuels,DALYs,5.845006619,2.204586788,12.39429496,"per 100,000",,
Malaysia,1990,<5 years,Lower respiratory infections,Household air pollution from solid fuels,Deaths,3.601333074,1.884952273,6.058101515,"per 100,000",70.727,
Malaysia,1991,<5 years,Lower respiratory infections,Household air pollution from solid fuels,Deaths,2.938373031,1.479279419,5.086629377,"per 100,000",70.955,
Malaysia,1992,<5 years,Lower respiratory infections,Household air pollution from solid fuels,Deaths,2.532122574,1.260687362,4.388469519,"per 100,000",71.177,
Malaysia,1993,<5 years,Lower respiratory infections,Household air pollution from solid fuels,Deaths,2.111312328,1.095298822,3.652064828,"per 100,000",71.394,
Malaysia,1994,<5 years,Lower respiratory infections,Household air pollution from solid fuels,Deaths,1.698005045,0.835612608,2.951442971,"per 100,000",71.605,
Malaysia,1995,<5 years,Lower respiratory infections,Household air pollution from solid fuels,Deaths,1.346608175,0.659794945,2.429228243,"per 100,000",,
Malaysia,1996,<5 years,Lower respiratory infections,Household air pollution from solid fuels,Deaths,0.969112264,0.457659297,1.72574524,"per 100,000",,
Malaysia,1997,<5 years,Lower respiratory infections,Household air pollution from solid fuels,Deaths,0.853741791,0.400404105,1.502349875,"per 100,000",,
Malaysia,1998,<5 years,Lower respiratory infections,Household air pollution from solid fuels,Deaths,0.648492037,0.305611259,1.166824907,"per 100,000",,
Malaysia,1999,<5 years,Lower respiratory infections,Household air pollution from solid fuels,Deaths,0.539225167,0.248853518,1.005362613,"per 100,000",,
Malaysia,2000,<5 years,Lower respiratory infections,Household air pollution from solid fuels,Deaths,0.355631605,0.158566149,0.664150795,"per 100,000",,
Malaysia,2001,<5 years,Lower respiratory infections,Household air pollution from solid fuels,Deaths,0.281799148,0.126036959,0.5269523,"per 100,000",,
Malaysia,2002,<5 years,Lower respiratory infections,Household air pollution from solid fuels,Deaths,0.234024428,0.109831644,0.427566183,"per 100,000",,
